Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_020735565.1	ASM2073556v1	Hoylesella buccalis	3308411	2708	2585	60
GCF_020735705.1	ASM2073570v1	Coprococcus eutactus ATCC 27759	3113335	2728	2617	38
GCF_003798325.1	ASM379832v1	Propionibacterium acidifaciens	3072768	2634	2526	54
GCF_005886435.1	ASM588643v1	Schaalia cardiffensis F0333	2230588	1835	1748	24
GCF_900636505.1	42650_H02	Streptococcus australis	2015375	1947	1846	26
GCF_009730295.1	ASM973029v1	Gemella sanguinis	1796606	1732	1656	19
GCF_901538265.1	ASM90153826v1	Gemmata massiliana	10135216	8481	8305	74
GCF_014697215.1	ASM1469721v1	Saccharopolyspora pogona	9608180	9229	8729	428
GCF_029714345.1	ASM2971434v1	Bradyrhizobium brasilense	8976199	8306	8114	131
GCF_024442315.1	ASM2444231v1	Streptomyces koelreuteriae	8633395	7798	7633	73
GCF_021183645.1	ASM2118364v1	Nocardia gipuzkoensis	8118644	7422	7240	120
GCF_014466955.1	ASM1446695v1	Nocardia wallacei	7892862	7143	6992	88
GCF_002356535.2	ASM235653v2	Pseudomonas izuensis	6732290	6081	5928	57
GCF_030144325.1	ASM3014432v1	Bosea vestrisii	6306553	6193	5843	292
GCF_023278125.1	ASM2327812v1	Pseudomonas tremae	5887743	5385	5135	167
GCF_037478105.1	ASM3747810v1	Flavobacterium ginsenosidimutans	5532155	4736	4662	10
GCF_028747985.1	ASM2874798v1	Paenibacillus urinalis	5861041	5481	5301	60
GCF_020544465.1	ASM2054446v1	Chromobacterium rhizoryzae	5334040	4881	4755	11
GCF_028885455.1	ASM2888545v1	Pseudoalteromonas rhizosphaerae	5358982	4692	4489	67
GCF_009739945.1	ASM973994v1	Bacillus luti	5315231	5442	5111	178
GCF_009363155.1	ASM936315v1	Azotobacter salinestris	5292366	5062	4782	193
GCF_903989455.1	ASM90398945v1	Xanthomonas euroxanthea	4968459	4175	4039	56
GCF_003815995.1	ASM381599v1	Chryseobacterium balustinum	4974086	4633	4456	73
GCF_009498235.1	ASM949823v1	Candidatus Methylospira mobilis	4703534	4325	4177	87
GCF_016599835.1	ASM1659983v1	Elizabethkingia bruuniana	4632013	4359	4272	16
GCF_017948325.1	ASM1794832v1	Brevibacterium oceani	4304299	3813	3728	23
GCF_032924845.1	ASM3292484v1	Tritonibacter scottomollicae	4703457	4447	4237	137
GCF_017348895.1	ASM1734889v1	Clostridium gasigenes	4132257	3888	3726	44
GCF_007289895.1	ASM728989v1	Catenovulum sediminis	4868003	4096	3955	57
GCF_003330825.1	ASM333082v1	Paraburkholderia terricola	7118039	6454	6246	127
GCF_029714365.1	ASM2971436v1	Sinorhizobium terangae	6629975	6172	5920	184
GCF_029023665.1	ASM2902366v1	Pseudoalteromonas ostreae	4735317	4218	4015	67
GCF_000826835.2	ASM82683v2	Phaeobacter piscinae	4227039	4044	3952	19
GCF_002998535.1	ASM299853v1	Bacteroides heparinolyticus	3608975	2862	2717	67
GCF_036492245.1	ASM3649224v1	Treponema bryantii	3516600	3058	2997	5
GCF_023573565.1	ASM2357356v1	Brevundimonas albigilva	3336758	3366	3267	41
GCF_018128325.1	ASM1812832v1	Arachnia rubra	3316958	3004	2918	30
GCF_034376865.1	ASM3437686v1	Sulfitobacter faviae	3959209	3919	3816	38
GCF_024362845.1	ASM2436284v1	Vibrio pelagius	4635961	4113	3891	40
GCF_963662975.1	piMetSpee1.Desulfuromonas_thiophila_1.1	Desulfuromonas thiophila	2899047	2623	2538	16
GCF_037081835.1	ASM3708183v1	Spirobacillus cienkowskii	2806830	2540	2474	8
GCF_027557445.1	ASM2755744v1	Paenalcaligenes faecalis	2725648	2584	2481	44
GCF_022024215.1	ASM2202421v1	Segatella bryantii	3465067	2826	2676	38
GCF_004291115.2	ASM429111v2	Staphylococcus saccharolyticus	2352566	2351	1848	423
GCF_003101015.1	ASM310101v1	Actinobacillus porcitonsillarum	2263191	2157	2052	24
GCF_004519515.1	ASM451951v1	Actinobacillus indolicus	2251645	2205	2073	51
GCF_963693435.1	Pasteurella_atlantica_F6K1	Pasteurella atlantica	2223678	2039	1946	23
GCF_019774635.1	ASM1977463v1	Streptococcus halichoeri	2026498	1892	1731	70
GCF_017068355.1	ASM1706835v1	Lactococcus taiwanensis	1995099	1968	1865	19
GCF_947251775.1	ilEpaGrot1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group A) of Epagoge grotiana	1781589	1702	1572	89
GCF_013416015.1	ASM1341601v1	Candidatus Campylobacter infans	1760367	1787	1714	26
GCF_947251935.1	ilCalPalu1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Calamotropha paludella	1594315	1498	1397	60
GCF_020541225.1	ASM2054122v1	Candidatus Steffania adelgidicola	1369541	780	706	27
GCF_947250625.1	idCheSoro1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Cheilosia soror	1368130	1311	1223	47
GCF_947251435.1	idEpiGros1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group A) of Epistrophe grossularia	1367569	1376	1254	81
GCF_947251765.1	iyAndDors1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Andrena dorsata	1366844	1400	1255	103
GCF_947251625.1	ilPhaBuce1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group B) of Phalera bucephala	1358027	1288	1173	74
GCF_947250585.1	iyLasMori1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Lasioglossum morio	1282687	1269	1183	45
GCF_947250465.1	ilPolCalb1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group B) of Nymphalis c-album	1236246	1164	1082	41
GCF_019056495.1	ASM1905649v1	Chlamydia buteonis	1162766	1028	967	17
GCF_947251965.1	iySphMoni1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group A) of Sphecodes monilicornis	1141922	1186	1067	78
GCF_013365435.1	ASM1336543v1	Wolbachia endosymbiont of Litomosoides sigmodontis	1045802	860	763	56
GCF_019923565.1	ASM1992356v1	Candidatus Schneideria nysicola	572184	585	525	16
GCF_020541245.1	ASM2054124v1	Candidatus Annandia pinicola	348580	355	312	9
GCF_021183565.1	ASM2118356v1	Nocardia yamanashiensis	8468804	7825	7661	76
GCF_020735545.1	ASM2073554v1	Gordonia otitidis	5108829	4618	4500	62
GCF_949769195.1	strumpshaw02	Methylocaldum szegediense	4895372	4316	4189	66
GCF_016724865.1	ASM1672486v1	Peribacillus psychrosaccharolyticus	4681292	4668	4445	88
GCF_037060685.1	ASM3706068v1	Yersinia bercovieri	4401131	4050	3858	75
GCF_900683745.1	Paraprevotella xylaniphila 82A6	Paraprevotella xylaniphila YIT 11841	4125322	3352	3232	23
GCF_025139665.1	ASM2513966v1	Leisingera caerulea	4602657	4413	4311	29
GCF_016128195.1	ASM1612819v1	Paraburkholderia ginsengisoli	6597255	5903	5713	99
GCF_023008305.1	ASM2300830v1	Anaerotruncus colihominis	3508661	3474	3377	28
GCF_005890135.1	ASM589013v1	Acidipropionibacterium jensenii	2999408	2697	2569	66
GCF_024346795.1	ASM2434679v1	Vibrio breoganii	4236677	3833	3670	28
GCF_007990365.1	ASM799036v1	Leptotrichia trevisanii	2870544	2635	2536	34
GCF_025985205.1	ASM2598520v1	Moraxella bovis	2807142	2854	2724	66
GCF_003019315.1	ASM301931v1	Fusobacterium mortiferum ATCC 9817	2716766	2721	2600	25
GCF_022846135.1	ASM2284613v1	Pyramidobacter piscolens	2686623	2578	2496	16
GCF_037478055.1	ASM3747805v1	Mycetohabitans rhizoxinica	3471072	3124	2811	252
GCF_036250655.1	ASM3625065v1	Treponema saccharophilum	3459320	2952	2872	15
GCF_002847845.2	ASM284784v2	Globicatella sanguinis	2622382	2318	2184	48
GCF_014054885.1	ASM1405488v1	Neisseria wadsworthii	2501534	2412	2293	44
GCF_928721695.1	min17_bin50	Dialister succinatiphilus	2486895	2062	1985	6
GCF_020735465.1	ASM2073546v1	Collinsella stercoris DSM 13279	2460750	2095	2017	14
GCF_014054965.1	ASM1405496v1	Neisseria shayeganii	2419744	2523	2341	109
GCF_002872015.2	ASM287201v2	Actinotignum urinale	1812728	1538	1460	21
GCF_009730315.1	ASM973031v1	Gemella morbillorum	1779451	1680	1603	19
GCF_018127985.1	ASM1812798v1	Prevotella multiformis	3025491	2354	2243	45
GCF_025908395.1	ASM2590839v1	Streptomyces milbemycinicus	12063392	10157	9716	351
GCF_035917475.1	ASM3591747v1	Nonomuraea fuscirosea	11975494	11059	10881	96
GCF_011068405.5	ASM1106840v5	Bradyrhizobium barranii subsp. barranii	11474152	11050	10379	605
GCF_030845235.1	ASM3084523v1	Streptomyces coralus	10326501	9227	8972	166
GCF_014852565.2	ASM1485256v2	Streptomyces caniscabiei	10262635	9042	8683	268
GCF_030291795.1	ASM3029179v1	Streptomyces antimycoticus	9718239	8442	7934	423
GCF_022221585.1	ASM2222158v1	Streptomyces inhibens	9696490	8775	8305	377
GCF_035920485.1	ASM3592048v1	Nonomuraea glycinis	9637852	9044	8890	74
GCF_025200885.1	ASM2520088v1	Bradyrhizobium huanghuaihaiense	9614050	8935	8654	222
GCF_035918135.1	ASM3591813v1	Actinacidiphila glaucinigra	9855591	8928	8589	242
GCF_009002475.1	ASM900247v1	Candidatus Uabimicrobium amorphum	9503417	6688	6582	18
GCF_036226265.1	ASM3622626v1	Actinomadura citrea	9177208	8421	8260	74
GCF_036250755.1	ASM3625075v1	Streptomyces uncialis	9258615	7799	7534	176
GCF_036287475.1	ASM3628747v1	Streptomyces iakyrus	9116509	8471	8127	256
GCF_035917595.1	ASM3591759v1	Streptomyces scopuliridis	9494495	8402	7930	383
GCF_036014075.1	ASM3601407v1	Streptomyces violaceus	9003480	8112	7789	235
GCF_036178885.1	ASM3617888v1	Streptomyces caniferus	8971606	7946	7641	206
GCF_035918035.1	ASM3591803v1	Streptomyces hirsutus	8843894	7984	7436	456
GCF_026427415.1	ASM2642741v1	Streptomyces tanashiensis	8694918	7893	7610	186
GCF_017493175.3	ASM1749317v3	Bradyrhizobium quebecense	8753169	8247	7911	278
GCF_012516355.1	ASM1251635v1	Chitinophaga oryzae	8511252	6720	6614	10
GCF_030719275.1	ASM3071927v1	Streptomyces laculatispora	8645539	7665	7092	482
GCF_036170895.1	ASM3617089v1	Streptomyces erythrochromogenes	8598676	7952	7624	232
GCF_003627815.1	ASM362781v1	Streptomyces hundungensis	8393044	7472	7187	191
GCF_014217565.1	ASM1421756v1	Kribbella qitaiheensis	8156807	7941	7611	258
GCF_007748015.1	ASM774801v1	Gimesia panareensis	7983903	6046	5963	16
GCF_014023275.1	ASM1402327v1	Nostoc edaphicum CCNP1411	8316316	7054	6706	264
GCF_013394065.1	ASM1339406v1	Streptomyces rectiverticillatus	7679243	6642	6394	149
GCF_026000115.1	ASM2600011v1	Aureispira anguillae	7793157	5988	5897	9
GCF_027924345.1	ASM2792434v1	Nocardia sputorum	7610579	6873	6696	112
GCF_034262375.1	ASM3426237v1	Mucilaginibacter sabulilitoris	7552305	6361	6289	15
GCF_036189845.1	ASM3618984v1	Streptomyces jietaisiensis	7572860	6648	6434	126
GCF_036240075.1	ASM3624007v1	[Kitasatospora] papulosa	7532608	6651	6445	118
GCF_021654775.1	ASM2165477v1	Paenibacillus azoreducens	7316152	6571	6359	95
GCF_036041405.1	ASM3604140v1	Micromonospora zamorensis	7516575	6871	6698	84
GCF_009739905.1	ASM973990v1	Streptomyces ficellus	7078240	6402	6224	92
GCF_028771845.1	ASM2877184v1	Paenibacillus marchantiae	6983959	6276	6073	63
GCF_036184225.1	ASM3618422v1	Micromonospora globbae	6864289	6299	6144	90
GCF_020865585.1	ASM2086558v1	Pseudoduganella aquatica	6852586	6122	5972	31
GCF_014216335.1	ASM1421633v1	Streptomyces rutgersensis	6996347	5915	5619	206
GCF_013170725.1	ASM1317072v1	Mesorhizobium erdmanii	6602217	6359	6174	122
GCF_014189415.1	ASM1418941v1	Tardiphaga robiniae	6571273	6336	6077	206
GCF_025643595.1	ASM2564359v1	Saccharopolyspora rosea	6562638	6112	5979	65
GCF_037619525.1	ASM3761952v1	Achromobacter veterisilvae	6549044	6095	5991	27
GCF_036884255.1	MLY93	Paenibacillus tundrae	6534616	5828	5655	35
GCF_009363095.1	ASM936309v1	Paenibacillus cellulositrophicus	7424799	6778	6603	54
GCF_012971725.1	ASM1297172v1	Pseudomonas multiresinivorans	6517592	5980	5868	23
GCF_024749365.1	ASM2474936v1	Pseudomonas canavaninivorans	6468924	5855	5695	75
GCF_021283545.2	ASM2128354v2	Pseudomonas alloputida	6438596	5953	5723	128
GCF_024734405.1	ASM2473440v1	Saccharopolyspora gregorii	6344421	5601	5498	37
GCF_019739075.1	ASM1973907v1	Mycolicibacterium farcinogenes	6607534	6338	6214	65
GCF_036704165.1	ASM3670416v1	Pseudomonas khavaziana	6340526	5690	5497	102
GCF_014395225.1	ASM1439522v1	Pedobacter roseus	6329746	5312	5218	23
GCF_029690045.1	ASM2969004v1	Janthinobacterium rivuli	6325785	5734	5588	24
GCF_010731735.1	ASM1073173v1	Mycolicibacterium sediminis	6250641	6017	5894	68
GCF_029215585.1	ASM2921558v1	Pseudomonas kermanshahensis	6213236	5574	5416	59
GCF_024584585.1	ASM2458458v1	Pseudomonas ficuserectae	6456568	5853	5428	341
GCF_008119665.1	ASM811966v1	Pigmentiphaga aceris	6165255	5363	5253	40
GCF_031199375.1	ASM3119937v1	Lysobacter yananisis	6155634	5104	4983	50
GCF_021183725.1	ASM2118372v1	Mycobacterium ostraviense	6127734	5646	5168	425
GCF_010726765.1	ASM1072676v1	Mycobacterium gallinarum	6301681	6207	6052	99
GCF_016725865.1	ASM1672586v1	Sphingobacterium multivorum	6025216	5223	5088	26
GCF_037327425.1	ASM3732742v1	Rhodococcus sovatensis	6015441	5636	5438	136
GCF_024072275.1	ASM2407227v1	Pseudomonas siliginis	6095266	5515	5388	39
GCF_024704525.1	ASM2470452v1	Pandoraea commovens	6056872	5364	5236	46
GCF_024499525.1	ASM2449952v1	Flavobacterium panici	5972859	5009	4919	8
GCF_030505375.1	ASM3050537v1	Pseudomonas kielensis	5857139	5424	5171	153
GCF_024584745.1	ASM2458474v1	Dolichospermum heterosporum TAC447	5833376	5331	5086	183
GCF_013364095.1	ASM1336409v1	Streptomyces harbinensis	5802668	5275	5120	76
GCF_024271895.1	ASM2427189v1	Flavobacterium bizetiae	5745280	4737	4638	3
GCF_022827545.1	ASM2282754v1	Hymenobacter tibetensis	6328632	5055	4982	10
GCF_029854255.1	ASM2985425v1	Mycolicibacterium aubagnense	6224392	5989	5834	99
GCF_019056575.1	ASM1905657v1	Richelia sinica FACHB-800	5729487	4837	4666	105
GCF_019090985.1	ASM1909098v1	Photorhabdus akhurstii	5726282	5011	4681	197
GCF_037076345.1	ASM3707634v1	Haloferula helveola	5677198	4341	4259	16
GCF_003815875.1	ASM381587v1	Chryseobacterium lactis	5618212	5060	4936	12
GCF_024638035.1	ASM2463803v1	Flavobacterium plurextorum	5610911	4877	4764	29
GCF_022811645.1	ASM2281164v1	Hymenobacter monticola	6124749	5167	5091	19
GCF_033955345.1	ASM3395534v1	Sphingobacterium bambusae	5561552	4623	4526	11
GCF_946903285.1	TRV642_V1	Flavobacterium collinsii	5554530	4470	4360	17
GCF_003815695.1	ASM381569v1	Chryseobacterium carnipullorum	5459074	5010	4861	38
GCF_030419005.1	ASM3041900v1	Eleftheria terrae	7032382	5912	5730	97
GCF_022376295.1	ASM2237629v1	Nodularia sphaerocarpa UHCC 0038	5451672	4556	4450	46
GCF_032698475.1	ASM3269847v1	Xanthomonas dyei	5296643	4618	4295	114
GCF_022637515.1	ASM2263751v1	Buttiauxella ferragutiae	5286310	4866	4655	95
GCF_032697525.1	ASM3269752v1	Xanthomonas hydrangeae	5283403	4470	4260	110
GCF_028606985.1	ASM2860698v1	Paenibacillus kyungheensis	5260882	4586	4461	19
GCF_023221575.1	ASM2322157v1	Geomonas paludis	5241294	4447	4352	18
GCF_009914535.1	ASM991453v1	Gordonia pseudamarae	5306277	4660	4489	102
GCF_012516395.1	ASM1251639v1	Dolichospermum flos-aquae CCAP 1403/13F	5220684	4985	4715	204
GCF_037482245.1	ASM3748224v1	Citrobacter europaeus	5194170	4889	4715	54
GCF_030553095.1	ASM3055309v1	Zobellia laminariae	5114553	4890	4107	730
GCF_030252325.1	ASM3025232v1	Candidatus Mycobacterium wuenschmannii	5102433	4926	4800	71
GCF_032395385.1	ASM3239538v1	Prodigiosinella aquatilis	5090772	4738	4492	139
GCF_963311185.1	AASFL403	Paenibacillus nuruki	5066866	4498	4363	29
GCF_036884265.1	Pseudomonas psychrotolerans MLY92	Pseudomonas benzopyrenica	5060308	4774	4656	29
GCF_033170365.1	ASM3317036v1	Xanthomonas rydalmerensis	5041901	4292	4174	51
GCF_026650945.1	ASM2665094v1	Clostridium tagluense	5450588	5114	4892	79
GCF_019203205.1	ASM1920320v1	Geomonas subterranea	4991984	4348	4265	6
GCF_029910235.1	ASM2991023v1	Pseudanabaena galeata CCNP1313	5842326	5321	5193	74
GCF_019428685.1	ASM1942868v1	Paraburkholderia edwinii	8298884	7273	7100	99
GCF_030285945.1	ASM3028594v1	Bacillus arachidis	5218944	5388	4973	261
GCF_025133195.1	ASM2513319v1	Yersinia alsatica	4901396	4435	4273	44
GCF_036492835.1	ASM3649283v1	Fulvitalea axinellae	7397925	5528	5372	24
GCF_019931735.1	ASM1993173v1	Shewanella inventionis	4831636	4316	4104	86
GCF_003049605.2	ASM304960v2	Lysinibacillus parviboronicapiens	4822805	4750	4495	113
GCF_035835995.1	ASM3583599v1	Enterobacter wuhouensis	4821649	4594	4425	56
GCF_023650495.1	ASM2365049v1	Alkalimarinus coralli	4819171	4353	4259	22
GCF_020783335.1	ASM2078333v1	Mucilaginibacter daejeonensis	4810254	4137	4066	9
GCF_030406165.1	ASM3040616v1	Enterobacter pseudoroggenkampii	4730290	4547	4382	50
GCF_023515995.1	ASM2351599v1	Candidatus Mycobacterium methanotrophicum	5002371	5221	4430	733
GCF_036153515.1	ASM3615351v1	Williamsia herbipolensis	4711874	4386	4310	22
GCF_009036245.1	ASM903624v1	Enterobacter sichuanensis	4711389	4507	4332	60
GCF_003687485.1	ASM368748v1	Euzebyella marina	4707469	4052	3999	5
GCF_009914055.1	ASM991405v1	Mixta intestinalis	4784919	4458	4245	98
GCF_013394675.1	ASM1339467v1	Winogradskyella helgolandensis	4533039	3880	3812	11
GCF_030323025.1	ASM3032302v1	Pseudanabaena mucicola str. Chao 1806	4530340	4387	4205	115
GCF_902729405.1	GenomeAssemblyPeptococcaceaeBacteriumINE	Acididesulfobacillus acetoxydans	4520225	4027	3871	91
GCF_026723765.1	ASM2672376v1	Lacrimispora xylanolytica	4516221	4165	4048	28
GCF_008274825.1	ASM827482v1	Sphingobacterium hotanense	4490254	3794	3702	21
GCF_014395785.1	ASM1439578v1	Nocardioides mesophilus	4488624	4357	4239	63
GCF_034376045.1	ASM3437604v1	Roseivirga spongicola	4479953	3926	3870	6
GCF_019670705.1	ASM1967070v1	Shewanella carassii	4454556	4001	3827	41
GCF_020886775.1	ASM2088677v1	Corynebacterium cyclohexanicum	4413566	4143	3967	108
GCF_003815615.1	ASM381561v1	Chryseobacterium shandongense	4390955	3969	3866	19
GCF_030534335.1	ASM3053433v1	Marivirga harenae	4373458	3738	3659	31
GCF_036898185.1	ASM3689818v1	Providencia huaxiensis	4641436	4351	4187	61
GCF_012273615.1	ASM1227361v1	Chryseobacterium gallinarum	4338935	3815	3702	14
GCF_014946825.2	ASM1494682v2	Pectobacterium quasiaquaticum	4321692	3976	3761	111
GCF_017742995.1	ASM1774299v1	Pseudoalteromonas viridis	5549631	4680	4480	47
GCF_009429125.1	ASM942912v1	Luteimicrobium xylanilyticum	4208275	3771	3680	33
GCF_009931455.1	ASM993145v1	Cobetia pacifica	4195186	3514	3394	23
GCF_025452235.1	ASM2545223v1	Devosia neptuniae	4715470	4656	4527	71
GCF_020510525.1	ASM2051052v1	Quatrionicoccus australiensis	4171110	3953	3854	20
GCF_020510565.1	ASM2051056v1	Ferribacterium limneticum	4150051	3983	3897	15
GCF_023238245.1	ASM2323824v1	Bacillus rugosus	4146938	4211	3970	119
GCF_017354925.1	ASM1735492v1	Shewanella cyperi	4136074	3689	3546	13
GCF_961514395.1	Brevibacillus_4475	Brevibacillus aydinogluensis	4105500	4101	3879	82
GCF_014529625.1	ASM1452962v2	Candidatus Pelagisphaera phototrophica	4086264	3589	3498	41
GCF_027558435.1	ASM2755843v1	Desulfovibrio subterraneus	4076412	3548	3454	11
GCF_005484945.1	ASM548494v1	Brenneria rubrifaciens	4028093	3602	3374	129
GCF_022845715.1	ASM2284571v1	Raoultibacter timonensis	4016902	3263	3205	3
GCF_003515985.1	ASM351598v1	Lonsdalea britannica	4015569	3635	3401	116
GCF_002993285.1	ASM299328v1	Gordonia iterans	4006485	3651	3517	68
GCF_914590485.1	CEDIAZO_illumina_assembly	Celerinatantimonas diazotrophica	4005136	3680	3502	76
GCF_037076535.1	ASM3707653v1	Novosphingobium olei	3986061	3772	3688	23
GCF_008329925.1	ASM832992v1	Sphaerotilus sulfidivorans	4430992	4028	3891	56
GCF_022637435.1	ASM2263743v1	Arthrobacter sulfonylureivorans	4134248	3800	3698	35
GCF_033880585.1	ASM3388058v1	Lysinibacillus louembei	3960254	3963	3807	35
GCF_014489415.1	ASM1448941v1	Cylindrospermopsis curvispora GIHE-G1	4057210	3641	3490	96
GCF_012295595.1	ASM1229559v1	Thalassovita gelatinovora	3985688	3857	3771	25
GCF_964020125.1	idCraPall2.Arsenophonus_sp_1.1	Arsenophonus endosymbiont of Crataerina pallida	3863319	4167	3700	364
GCF_006740765.1	ASM674076v1	Leisingera aquaemixtae	4380105	4247	4139	36
GCF_014083925.1	ASM1408392v1	Vibrio spartinae	5010010	4368	4173	76
GCF_022811605.1	ASM2281160v1	Agromyces soli	3810275	3632	3565	13
GCF_007954585.1	ASM795458v1	Pistricoccus aurantiacus	3781193	3560	3454	34
GCF_020342335.1	ASM2034233v1	Duffyella gerundensis	4437416	4092	3958	27
GCF_024722315.1	ASM2472231v1	Myroides albus	3785974	3405	3238	28
GCF_904848165.1	ASM90484816v1	Psychrobacter arenosus	3696886	2953	2862	27
GCF_037044555.1	ASM3704455v1	Pelagibacterium nitratireducens	3854867	3796	3695	44
GCF_900683625.1	56279_G01	Chryseobacterium taihuense	3685675	3451	3356	12
GCF_030994125.1	ASM3099412v1	Pseudoalteromonas xiamenensis	4598500	4214	4004	76
GCF_018734325.1	ASM1873432v1	Methylomonas paludis	3673651	3358	3266	35
GCF_030296695.1	ASM3029669v1	Agromyces mangrovi	3613806	3457	3172	231
GCF_020524035.2	ASM2052403v2	Bacillus carboniphilus	3715404	3899	3382	402
GCF_030733865.1	ASM3073386v1	Shinella sumterensis	5917460	5771	5610	96
GCF_019448235.1	ASM1944823v1	Nocardioides panacisoli	3565529	3506	3448	4
GCF_017901155.1	ASM1790115v1	Candidatus Thiothrix anitrata	3546315	3609	3506	48
GCF_036322735.1	ASM3632273v1	Marinomonas pontica	3542454	3329	3202	17
GCF_022637495.1	ASM2263749v1	Pseudoxanthomonas daejeonensis	3520644	3160	3086	22
GCF_004785625.2	ASM478562v2	Planococcus halotolerans	3519247	3529	3406	20
GCF_022846515.1	ASM2284651v1	Enterococcus innesii	3598496	3378	3290	8
GCF_022024095.1	ASM2202409v1	Prevotella communis	3470215	2778	2684	23
GCF_020783315.1	ASM2078331v1	Ferruginibacter lapsinanis	3455339	2910	2858	2
GCF_013343005.1	ASM1334300v1	Candidatus Reidiella endopervernicosa	3446950	3765	3566	150
GCF_037055245.1	ASM3705524v1	Brevundimonas olei	3481608	3388	3316	11
GCF_900637495.1	51342_D02	Legionella spiritensis	3407665	3050	2974	17
GCF_035231185.1	ASM3523118v1	Microbacterium plantarum	3356760	3266	3195	15
GCF_034375205.1	ASM3437520v1	Pelagerythrobacter marinus	3322597	3258	3184	22
GCF_918378365.1	Ntg6680	Candidatus Nitrotoga arctica	3301051	3082	2947	83
GCF_021398715.1	ASM2139871v1	Microbacterium binotii	3290652	3209	3146	8
GCF_964020115.1	ihTubSali1.Regiella_sp_1.1	Candidatus Regiella endosymbiont of Tuberolachnus salignus	3288801	3253	2929	264
GCF_020149915.1	ASM2014991v1	Candidatus Sulfidibacterium hydrothermale	3266086	2671	2614	2
GCF_001735765.2	ASM173576v2	Clostridium taeniosporum	3503506	3235	3072	58
GCF_025725725.1	ASM2572572v1	Brachybacterium huguangmaarense	3256418	2999	2904	34
GCF_009834165.1	ASM983416v1	Rathayibacter tanaceti	3214120	3055	2965	34
GCF_900659885.1	TLA	Tessaracoccus lapidicaptus	3212703	2982	2898	30
GCF_012689545.1	ASM1268954v1	Paracoccus sanguinis	3373772	3251	3126	67
GCF_024347035.1	ASM2434703v1	Vibrio plantisponsor	4509247	4144	3976	26
GCF_034371605.1	ASM3437160v1	Limimaricola variabilis	4222525	4162	4033	60
GCF_030296795.1	ASM3029679v1	Claveliimonas bilis	3143665	3093	2982	40
GCF_028622095.1	ASM2862209v1	Deinococcus aquaticus	3874407	3658	3578	19
GCF_018847095.1	ASM1884709v1	Akkermansia massiliensis	3119586	2632	2555	12
GCF_014211955.1	ASM1421195v1	Croceicoccus marinus	4268603	4086	3960	69
GCF_024494545.1	ASM2449454v1	Photobacterium toruni	4647586	4314	3967	65
GCF_029919255.1	ASM2991925v1	cyanobacterium endosymbiont of Epithemia clementina EcSB	3072807	2052	1928	75
GCF_011801245.1	ASM1180124v1	Clavibacter capsici	3192248	3065	2990	20
GCF_007361795.1	ASM736179v1	Legionella israelensis	3111640	2804	2724	25
GCF_020447175.2	ASM2044717v2	Methylophaga pinxianii	3225757	3148	3068	26
GCF_009938185.1	ASM993818v1	Vibrio taketomensis	4360007	4104	3646	295
GCF_900157305.1	MESINF_chromosome	Mesotoga infera	2965660	2718	2656	7
GCF_036320655.1	ASM3632065v1	Porphyromonas pogonae	2916423	2321	2223	30
GCF_014076555.1	ASM1407655v1	Pectinatus frisingensis	2881049	2719	2622	25
GCF_014489495.1	ASM1448949v1	Sphingomonas daechungensis	3007882	3580	2942	585
GCF_030517105.1	ASM3051710v1	Gallibacterium salpingitidis	2839612	2728	2611	31
GCF_020084865.1	ASM2008486v1	Candidatus Kaistella beijingensis	2816191	2634	2569	18
GCF_003346755.1	ASM334675v1	Malaciobacter halophilus	2812536	2748	2658	6
GCF_014489515.1	ASM1448951v1	Sphingomonas sediminicola	2757025	3126	2716	358
GCF_037850265.1	ASM3785026v1	Corynebacterium hesseae	2752657	2569	2482	20
GCF_004323595.1	ASM432359v1	Sulfuricystis thermophila	2737315	2781	2710	16
GCF_037478035.1	ASM3747803v1	Mycetohabitans endofungorum	3610257	3229	2865	302
GCF_907163105.1	CB-03_assembly	Cloacibacterium caeni	2718917	2543	2472	17
GCF_022559585.1	ASM2255958v1	Bartonella machadoae	2708601	2553	2293	208
GCF_018304805.1	ASM1830480v1	Chloracidobacterium sp. MS 40/45	3662232	3021	2945	23
GCF_024499545.1	ASM2449954v1	Turicibacter bilis	2663111	2582	2382	11
GCF_018304825.1	ASM1830482v1	Chloracidobacterium validum	3659143	3018	2939	26
GCF_936269705.1	RiOegib_v1.0	Rickettsia endosymbiont of Oedothorax gibbosus	2623967	2936	2740	156
GCF_009671065.1	ASM967106v1	Neisseria brasiliensis	2617510	2627	2486	64
GCF_003966565.1	ASM396656v1	Sulfuricystis multivorans	2811460	2866	2785	24
GCF_003860545.1	ASM386054v1	Chryseobacterium taklimakanense	2538787	2393	2322	22
